SpeciesName,x,y,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
Lactobacillus_harbinensis,10.46736,11.354504,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus harbinensis
Lachnoclostridium_sp_An181,12.963691,8.854365,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp_An181
Fusicatenibacter_saccharivorans,12.004862,9.636237,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
Lactobacillus_virus_c5,-6.1746097,4.4821076,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cequinquevirus,Lactobacillus virus_c5
Roseburia_intestinalis,13.134486,9.121091,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis
Anaerofilum_sp_An201,8.599785,2.7454495,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerofilum,Anaerofilum sp_An201
Desulfomicrobium_orale,11.139523,5.6813607,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium orale
Bacteroides_ovatus,13.636705,4.3681493,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
Actinomyces_radicidentis,12.113874,7.1257424,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces radicidentis
Staphylococcus_epidermidis,5.768078,6.0540485,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
Porphyromonas_endodontalis,12.216977,3.5096724,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
Clostridium_hiranonis,9.350629,1.1158683,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium hiranonis
Shigella_virus_Sf6,-5.8402557,4.8394475,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Lederbergvirus,Shigella virus_Sf6
Pyramidobacter_sp_C12_8,9.5718155,8.152915,Bacteria,Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,Pyramidobacter sp_C12_8
Faecalibacterium_prausnitzii,8.492411,2.6182418,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii
Bacteroides_faecis,13.723203,4.0419173,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis
Streptococcus_virus_phiAbc2,-6.3241644,5.0876236,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Moineauvirus,Streptococcus virus_phiAbc2
Anaerotruncus_sp_CAG_528,8.602584,2.280391,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus sp_CAG_528
Prevotella_copri,12.69523,3.1190832,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
Pediococcus_pentosaceus,10.091257,10.921697,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
Clostridium_leptum,8.405799,2.2564623,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillospiraceae_unclassified,Clostridium leptum
Alloscardovia_omnicolens,11.1639805,10.158349,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens
Actinomyces_naeslundii,12.006879,7.3216195,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces naeslundii
Slackia_piriformis,9.572869,8.072268,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia piriformis
Eggerthia_catenaformis,12.045239,7.110371,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia,Eggerthia catenaformis
Lactococcus_garvieae,8.792452,9.109758,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
Helicobacter_pylori,9.116505,6.6235623,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
Ruminococcus_lactaris,13.170632,9.051141,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Ruminococcus lactaris
Enterococcus_raffinosus,8.939091,11.70928,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus raffinosus
Salmonella_phage_SPN3UB,-6.4820485,3.5849473,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Salmonella phage_SPN3UB
Citrobacter_europaeus,6.18647,11.422843,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter europaeus
Lactococcus_phage_bIL286,-7.5227985,3.576088,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Sandinevirus,Lactococcus phage_bIL286
Firmicutes_bacterium_CAG_238,7.121255,5.956509,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_238
Selenomonas_sp_oral_taxon_920,-0.73641354,4.9229584,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp_oral_taxon_920
Faecalicoccus_pleomorphus,12.065809,8.126968,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus pleomorphus
Klebsiella_aerogenes,6.638585,11.213437,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
Parabacteroides_johnsonii,14.209926,3.3703492,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii
Campylobacter_jejuni,9.154716,6.52806,Bacteria,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
Enterobacteria_phage_K1F,-6.497847,3.8032694,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Kayfunavirus,Enterobacteria phage_K1F
Enterorhabdus_caecimuris,10.003505,8.128451,Bacteria,Bacillati,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enterorhabdus,Enterorhabdus caecimuris
Capnocytophaga_leadbetteri,11.065138,5.474716,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga leadbetteri
Prevotella_pleuritidis,12.8939495,2.0269644,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pleuritidis
Eikenella_sp_NML130454,9.1155405,7.7665114,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella sp_NML130454
Gemmiger_formicilis,8.904066,1.5431223,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_unclassified,Gemmiger,Gemmiger formicilis
Parvimonas_sp_KA00067,6.70544,5.7995496,Bacteria,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas sp_KA00067
Eubacterium_dolichum,6.762697,1.2191266,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium dolichum
Clostridium_asparagiforme,9.671136,1.2014145,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium asparagiforme
Dorea_longicatena,13.189148,9.150426,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena
Prevotella_sp_CAG_1320,12.81573,2.3338852,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_1320
Erysipelotrichaceae_bacterium_21_3,10.87029,7.0910897,Bacteria,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,Erysipelotrichaceae bacterium_21_3
Firmicutes_bacterium_CAG_110,7.292566,5.7707777,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_110
Moraxella_osloensis,7.6556096,10.387713,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis
Prevotella_sp_CAG_1124,13.029227,2.8224034,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_1124
Olsenella_scatoligenes,10.315455,8.330353,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella scatoligenes
Bacillus_phage_PM1,-7.2626815,3.53982,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Pemunavirus,Bacillus phage_PM1
Prevotella_salivae,12.742599,2.5525856,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella salivae
Mammalian_rubulavirus_5,-5.742567,4.8259687,Viruses,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,Mammalian rubulavirus_5
Firmicutes_bacterium_CAG_94,7.292419,5.835466,Bacteria,Bacteria,Bacillota,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_94
Leptotrichia_sp_oral_taxon_215,10.464761,5.651559,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp_oral_taxon_215
Prevotella_sp_CAG_755,12.896794,2.4516158,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_755
Brachyspira_pilosicoli,10.750472,5.2447815,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli
Klebsiella_variicola,6.5673475,11.153747,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
Prevotella_multiformis,13.06901,2.177319,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multiformis
Collinsella_aerofaciens,10.04007,8.121091,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens
Atopobium_deltae,10.113634,8.236306,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium deltae
Parabacteroides_chinchillae,14.192169,3.3043518,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chinchillae
Bacteroides_stercoris,13.554219,3.9376514,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
Butyrivibrio_sp_CAG_318,12.9498825,8.20911,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio sp_CAG_318
Lactococcus_phage_949,-7.323128,3.5137057,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Audreyjarvisvirus,Lactococcus phage_949
Veillonella_sp_CAG_933,7.350875,1.7239529,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp_CAG_933
Eubacterium_siraeum,8.140658,2.0027704,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillospiraceae_unclassified,Eubacterium siraeum
Actinomyces_odontolyticus,12.05635,7.2706733,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces odontolyticus
Shigella_virus_AG3,-6.042706,4.2924237,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Agtrevirus,Shigella virus_AG3
Klebsiella_quasipneumoniae,6.480862,11.090378,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
Catonella_morbi,13.201886,8.655635,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,Catonella morbi
Megamonas_hypermegale,-1.00146,5.120747,Bacteria,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale
Prevotella_timonensis,12.998485,2.7782931,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
Phage_Gifsy_2,-5.3733807,4.4165998,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Unknown,Phage Gifsy_2
Lactococcus_phage_ul36,-6.535526,3.5829875,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactococcus phage_ul36
Leptotrichia_buccalis,10.470289,5.6167793,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis
Neisseria_flavescens,9.222535,7.68143,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
Enterococcus_avium,9.000564,11.590087,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium
Macaca_mulatta_polyomavirus_1,-5.7277923,4.8245444,Viruses,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Macaca mulatta_polyomavirus_1
Desulfovibrionaceae_bacterium,10.161665,6.910912,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrionaceae_unclassified,Desulfovibrionaceae bacterium
Roseburia_sp_CAG_471,13.1046715,9.168414,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp_CAG_471
Veillonella_infantium,6.735143,0.9985025,Bacteria,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella infantium
Malassezia_globosa,11.341057,7.306887,Eukaryota,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa
Solobacterium_moorei,11.953865,7.8059297,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei
Escherichia_virus_wV8,-6.0724263,4.0928407,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus,Escherichia virus_wV8
Blautia_obeum,9.260152,9.715074,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum
Holdemania_filiformis,12.154287,7.762045,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania filiformis
Tyzzerella_nexilis,12.909242,8.517071,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis
Bacteroides_clarus,13.94519,3.8606062,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus
Lactobacillus_phage_Sha1,-6.535274,2.993087,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Lactobacillus phage_Sha1
Atopobium_rimae,10.175956,8.206748,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium rimae
Alistipes_timonensis,12.8197565,3.908609,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis
Firmicutes_bacterium_CAG_646,7.3212953,5.7663026,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_646
Selenomonas_infelix,-0.7982973,4.969353,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas infelix
Salmonella_virus_HK620,-6.369936,3.1325915,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Lederbergvirus,Salmonella virus_HK620
Prevotella_oris,12.837576,2.7260404,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris
Oribacterium_sp_oral_taxon_078,12.877306,8.135774,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sp_oral_taxon_078
Bacteroidetes_oral_taxon_274,9.875674,1.3901737,Bacteria,Bacteria,Bacteroidota,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidota_unclassified,Bacteroidetes oral_taxon_274
Butyricimonas_synergistica,12.757187,3.1644912,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica
Clostridium_sp_CAG_167,9.535485,1.2361356,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_167
Clostridium_sp_CAG_632,9.413485,1.3693663,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_632
Pseudocitrobacter_faecalis,6.389908,11.289935,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter faecalis
Eubacterium_infirmum,9.044435,3.3489962,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Family_XIII_Incertae_Sedis,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,Eubacterium infirmum
Brochothrix_phage_NF5,-6.7011786,3.558992,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Brochothrix phage_NF5
Aerococcus_viridans,9.009862,11.604648,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans
Neisseria_sp_oral_taxon_014,9.274067,7.644613,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp_oral_taxon_014
Clostridium_phage_phiMMP02,-7.058712,3.4335215,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Colneyvirus,Clostridium phage_phiMMP02
Lachnospiraceae_bacterium_1_4_56FAA,12.098336,8.835623,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_1_4_56FAA
Bacteroides_xylanisolvens,13.811819,4.2522993,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens
Prevotella_sp_885,13.033701,2.326757,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_885
Bacteroides_coprocola,13.792956,3.9447663,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprocola
Treponema_vincentii,4.8998384,10.331658,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema vincentii
Blautia_hansenii,9.333366,10.918671,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii
Hungatella_hathewayi,11.57787,8.872467,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi
Clostridium_neonatale,9.79947,0.91570127,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium neonatale
Treponema_sp_OMZ_838,4.943959,10.273563,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp_OMZ_838
Cloacibacillus_porcorum,13.192728,3.2866998,Bacteria,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum
Stenotrophomonas_phage_IME15,-6.7881455,3.8872595,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Ebriosvirus,Stenotrophomonas phage_IME15
Phascolarctobacterium_succinatutens,8.846433,6.9312325,Bacteria,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens
Citrobacter_braakii,6.121617,11.285484,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter braakii
Olsenella_uli,10.275573,8.383279,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella uli
candidate_division_TM7_single_cell_isolate_TM7c,7.1587863,5.7602787,Bacteria,Bacteria,Candidatus Saccharimonadota,Unknown,Unknown,Unknown,Unknown,candidate division_TM7_single_cell_isolate_TM7c
Bradyrhizobium_sp_BTAi1,11.996358,9.800488,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp_BTAi1
Murine_osteosarcoma_virus,-6.08042,5.6959853,Viruses,Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Murine osteosarcoma_virus
Lactobacillus_phage_Lrm1,-7.1142774,3.7125528,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Larmunavirus,Lactobacillus phage_Lrm1
Dorea_formicigenerans,11.839777,8.590073,Bacteria,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans
Eubacterium_limosum,6.7929826,1.0278012,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium limosum
Clostridium_virus_phiC2,-5.9072413,4.3316793,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lubbockvirus,Clostridium virus_phiC2
Raoultella_sp_T31,6.5041766,11.184501,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella sp_T31
Clostridium_baratii,9.81841,0.982027,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium baratii
Kingella_oralis,9.236564,7.953419,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis
Enterobacteria_phage_vB_KleM_RaK2,-7.3442044,3.7745566,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Alcyoneusvirus,Enterobacteria phage_vB_KleM_RaK2
Roseburia_inulinivorans,13.062955,9.221466,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
Clostridium_sp_L2_50,9.24626,1.2749473,Bacteria,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_L2_50
Dielma_fastidiosa,11.80143,7.621398,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa
Coprobacillus_cateniformis,11.975769,7.1627665,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis
Lachnoclostridium_sp_An131,12.932792,9.045018,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp_An131
Weissella_confusa,9.869284,10.078551,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa
Porcine_type_C_oncovirus,-6.126035,5.394956,Viruses,Viruses,Pararnavirae,Artverviricota,Ortervirales,Retroviridae,Gammaretrovirus,Porcine type_C_oncovirus
Barnesiella_intestinihominis,12.978256,4.415966,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis
Actinomyces_viscosus,11.9614315,7.363946,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces viscosus
Enterobacteria_phage_IME10,-6.506993,3.173107,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Lederbergvirus,Enterobacteria phage_IME10
Corynebacterium_pseudogenitalium,13.559697,8.357323,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudogenitalium
Citrobacter_sp_MGH106,6.147068,11.373246,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp_MGH106
Klebsiella_virus_K11,-5.7190275,4.7791224,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus_K11
Lactococcus_phage_P680,-7.1187577,3.3577285,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Skunavirus,Lactococcus phage_P680
Enterobacter_cloacae_complex,6.495967,11.562469,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae_complex
Bacteroides_oleiciplenus,13.58241,4.2571087,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus
Neisseria_macacae,9.239129,7.630288,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria macacae
Ottowia_sp_oral_taxon_894,9.49689,6.665962,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia sp_oral_taxon_894
Anaerolineaceae_bacterium_oral_taxon_439,8.804279,8.766868,Bacteria,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,Anaerolineaceae bacterium_oral_taxon_439
