SpeciesName,x,y,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
Clostridium_sp_CAG_58,9.427552,1.254001,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_58
Escherichia_virus_V5,-5.8693647,4.7420554,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirus,Escherichia virus_V5
Eubacterium_sp_CAG_786,6.890995,1.1099982,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_CAG_786
Leuconostoc_carnosum,9.967277,10.208512,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc carnosum
Cardiobacterium_hominis,7.7648273,10.048285,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis
Pseudomonas_yamanorum,7.5536838,10.343823,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yamanorum
Alistipes_onderdonkii,12.68621,3.91362,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii
Lachnospiraceae_bacterium_oral_taxon_096,12.527625,8.627268,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae bacterium_oral_taxon_096
Pediococcus_acidilactici,10.281154,11.209419,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
Parabacteroides_merdae,14.218329,3.347946,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae
Acinetobacter_johnsonii,7.6015496,10.375081,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
Ruminococcus_bicirculans,8.2867565,2.8102977,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bicirculans
Aggregatibacter_sp_oral_taxon_458,6.8870597,9.869977,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter sp_oral_taxon_458
Haemophilus_paraphrohaemolyticus,6.768624,9.712758,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus paraphrohaemolyticus
Megasphaera_hexanoica,7.6463666,1.3583537,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera hexanoica
Streptococcus_sobrinus,8.261102,8.573597,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sobrinus
Phage_Gifsy_1,-5.444801,4.0637236,Viruses,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Phage Gifsy_1
Prevotella_stercorea,13.098172,2.338563,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea
Roseburia_sp_CAG_182,13.201411,9.205541,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp_CAG_182
Aeromonas_veronii,10.83298,7.378954,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii
Bacteroides_coprophilus,13.98433,4.0057106,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprophilus
Ruminococcus_sp_CAG_330,8.307054,2.7619069,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp_CAG_330
Collinsella_tanakaei,10.2252,8.295708,Bacteria,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei
Clostridium_sp_CAG_590,9.356516,1.1651071,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_590
Staphylococcus_hominis,5.847462,6.11767,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
Thermus_phage_phi_OH2,-6.332653,3.3664734,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Thermus phage_phi_OH2
Alistipes_senegalensis,12.680584,3.859163,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis
Porphyromonas_sp_oral_taxon_278,12.258553,3.6680274,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp_oral_taxon_278
Parasutterella_excrementihominis,9.543896,6.686365,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
Rothia_aeria,13.260491,7.7942243,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia aeria
Parabacteroides_distasonis,14.187881,3.207931,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
Streptococcus_lutetiensis,8.305505,8.647895,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lutetiensis
Prevotella_saccharolytica,12.983958,2.6053042,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella saccharolytica
Anaerofustis_stercorihominis,7.0310526,1.157556,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis
Veillonella_seminalis,7.5720596,2.0156295,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella seminalis
Leptotrichia_goodfellowii,10.499549,5.660159,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia goodfellowii
Clostridium_innocuum,12.100989,7.7028565,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,Clostridium innocuum
Actinomyces_turicensis,11.977583,7.235376,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces turicensis
Lactobacillus_amylovorus,10.21164,11.52616,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus
Squirrel_monkey_retrovirus,-6.0307465,5.681576,Viruses,Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,Squirrel monkey_retrovirus
Torque_teno_virus_15,-5.38742,4.5538645,Viruses,Viruses,Unknown,Unknown,Unknown,Anelloviridae,Alphatorquevirus,Torque teno_virus_15
Fusobacterium_nucleatum,9.550264,4.8852773,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
Lactonifactor_longoviformis,8.643025,2.6135297,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
Lactobacillus_johnsonii,10.3603115,11.298762,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
Comamonas_kerstersii,9.440282,6.34212,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii
Acidaminococcus_sp_CAG_542,8.522276,6.88106,Bacteria,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp_CAG_542
Catenibacterium_mitsuokai,12.084104,7.5557466,Bacteria,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai
Hafnia_paralvei,6.647645,11.475772,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia paralvei
Lactobacillus_dextrinicus,10.157522,11.273583,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus dextrinicus
Salmonella_phage_epsilon34,-6.56667,3.5495296,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Lederbergvirus,Salmonella phage_epsilon34
Gemmiger_sp_An87,8.692938,1.4369425,Bacteria,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales_unclassified,Gemmiger,Gemmiger sp_An87
Prevotella_sp_CAG_924,12.598555,2.6224346,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_CAG_924
Citrobacter_koseri,6.204368,11.3830185,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri
Clostridium_difficile,9.627873,1.0350364,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium difficile
Pseudoflavonifractor_capillosus,8.3195305,2.3839283,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus
Peptoanaerobacter_stomatis,12.864022,4.683897,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Filifactoraceae,Peptoanaerobacter,Peptoanaerobacter stomatis
Clostridium_sp_CAG_299,9.717049,1.346486,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_299
Allisonella_histaminiformans,6.75269,1.1541222,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans
Mixta_calida,9.49927,7.234328,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,Mixta calida
Cronobacter_malonaticus,6.0511875,11.295613,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter malonaticus
Lactobacillus_murinus,10.329762,11.071059,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus murinus
Eubacterium_sp_3_1_31,6.8907056,1.2115608,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp_3_1_31
Eubacterium_brachy,9.058968,3.2926645,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Family_XIII_Incertae_Sedis,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,Eubacterium brachy
Lactococcus_phage_jm3,-7.270191,3.5310512,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Skunavirus,Lactococcus phage_jm3
Alistipes_sp_An66,12.780306,3.9289362,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp_An66
Clostridiaceae_bacterium_JC118,9.368511,1.7907212,Bacteria,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridiaceae,Clostridiaceae bacterium_JC118
Mitsuokella_jalaludinii,-1.0195291,5.1403775,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii
Fusobacterium_varium,9.558849,4.899432,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium
Megasphaera_sp_MJR8396C,9.677622,1.8177801,Bacteria,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp_MJR8396C
Anaerobiospirillum_thomasii,6.8419113,9.611942,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii
Pseudomonas_phage_phi2,-6.9408216,3.463854,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Tunggulvirus,Pseudomonas phage_phi2
Bacteroides_sp_CAG_633,13.961821,4.4285765,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp_CAG_633
Corynebacterium_coyleae,13.36592,8.309626,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium coyleae
Oscillibacter_sp_PC13,8.463146,2.6110353,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter sp_PC13
Bifidobacterium_dentium,11.901054,10.109609,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
Bacteroides_faecis_CAG_32,13.35999,3.847836,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis_CAG_32
Coprococcus_eutactus,12.942489,8.222367,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
Enterobacter_mori,6.4561644,11.551548,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori
Kingella_denitrificans,9.749731,7.8986235,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella denitrificans
Ruminococcus_champanellensis,8.131447,2.881528,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus champanellensis
Klebsiella_phage_JD001,-6.3326926,2.968857,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Jedunavirus,Klebsiella phage_JD001
Bifidobacterium_breve,11.922394,10.082092,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
Lactobacillus_rhamnosus,10.0816965,11.270747,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus
Neisseria_subflava,9.199057,7.5696287,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava
Klebsiella_virus_KP32,-5.9449215,4.078625,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus_KP32
Granulicatella_elegans,9.550103,9.833389,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans
Delftia_tsuruhatensis,9.40397,6.6209083,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia tsuruhatensis
Enterococcus_faecalis,8.844184,11.769356,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
Enterococcus_canintestini,8.863087,11.7515,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus canintestini
Escherichia_virus_N15,-6.2687798,5.1782613,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ravinvirus,Escherichia virus_N15
Clostridium_perfringens,9.638532,0.89391136,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
Firmicutes_bacterium_CAG_534,7.4188256,5.7148557,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_534
Lactobacillus_oris,10.448561,11.403539,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oris
Selenomonas_noxia,-0.8323004,4.997811,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia
Lactococcus_phage_340,-7.1414123,3.2599452,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Skunavirus,Lactococcus phage_340
Alistipes_indistinctus,12.343057,3.7292323,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus
Clostridium_clostridioforme,9.235612,1.1187178,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium clostridioforme
Methanobrevibacter_arboriphilus,-6.056314,3.099353,Archaea,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus
Escherichia_virus_EPS7,-6.304012,5.3362136,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Epseptimavirus,Escherichia virus_EPS7
Escherichia_virus_CC31,-5.479482,4.6067505,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus,Escherichia virus_CC31
Fusobacterium_gonidiaformans,9.594366,4.937235,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans
Megasphaera_sp_DISK_18,7.3485813,1.1926396,Bacteria,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp_DISK_18
Bifidobacterium_bifidum,12.003103,9.963599,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
Acinetobacter_haemolyticus,7.4752812,10.322535,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus
Erysipelotrichaceae_bacterium_6_1_45,11.083713,7.162718,Bacteria,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified,Erysipelotrichaceae bacterium_6_1_45
Bacteroides_galacturonicus,13.856819,4.262114,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides galacturonicus
Subdoligranulum_variabile,8.747009,2.6724343,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum variabile
Murimonas_intestini,12.419261,8.552397,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Murimonas,Murimonas intestini
Anaerococcus_octavius,6.318166,5.8720107,Bacteria,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus octavius
Lactococcus_phage_P335_sensu_lato,-6.321479,3.4261513,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Lactococcus,Lactococcus phage_P335_sensu_lato
Bifidobacterium_kashiwanohense,11.852749,9.975768,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium kashiwanohense
Lactobacillus_agilis,10.461461,11.197419,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus agilis
Odoribacter_splanchnicus,12.682135,3.0196164,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
Gemella_haemolysans,6.166657,6.3609357,Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans
Filifactor_alocis,7.7198725,5.44407,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Filifactoraceae,Filifactor,Filifactor alocis
Rikenella_microfusus,13.20705,3.7267206,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenella microfusus
Cutibacterium_granulosum,10.215699,8.664075,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
Firmicutes_bacterium_CAG_145,7.3343525,5.7897887,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_145
Enterobacteria_phage_K1A,-6.2931767,3.1960258,Viruses,Viruses,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Przondovirus,Enterobacteria phage_K1A
Lactococcus_phage_phi7,-7.0993505,3.5747588,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Skunavirus,Lactococcus phage_phi7
Citrobacter_portucalensis,6.134952,11.360783,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis
Torque_teno_virus_16,-6.0506835,4.520086,Viruses,Viruses,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Alphatorquevirus,Torque teno_virus_16
Actinomyces_sp_oral_taxon_448,12.0726795,7.4663377,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_oral_taxon_448
Desulfobulbus_oralis,9.912157,7.1365747,Bacteria,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus oralis
Mogibacterium_pumilum,12.512306,5.8294835,Bacteria,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium pumilum
Lactobacillus_crispatus,10.404271,11.5172825,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
Peptococcus_niger,8.722716,2.7130558,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger
Ruminococcus_sp_CAG_624,8.180826,2.8611498,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp_CAG_624
Leptotrichia_sp_oral_taxon_498,10.473251,5.674887,Bacteria,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp_oral_taxon_498
Clostridium_sp_CAG_242,9.706876,1.3775048,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_242
Firmicutes_bacterium_CAG_170,7.3733335,5.748881,Bacteria,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Firmicutes bacterium_CAG_170
Streptococcus_infantis,8.351414,8.67589,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis
Haemophilus_haemolyticus,6.7871385,9.792979,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
Veillonella_atypica,7.3364162,1.8606383,Bacteria,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica
Lactococcus_phage_bIL311,-5.4102316,4.508148,Viruses,Viruses,Unknown,Unknown,Unknown,Unknown,Unknown,Lactococcus phage_bIL311
Eubacterium_ramulus,6.6575675,1.1660898,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ramulus
Megamonas_funiformis,-1.0270724,5.155766,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis
Eubacterium_yurii,6.672326,1.1054152,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium yurii
Eubacterium_hallii,6.965103,1.2205247,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium hallii
Streptococcus_salivarius,8.361824,8.609552,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
Actinomyces_sp_ICM47,12.144359,7.0981493,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp_ICM47
Citrobacter_werkmanii,6.1714773,11.411778,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter werkmanii
Actinomyces_cardiffensis,12.3218355,7.3464093,Bacteria,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces cardiffensis
Vibrio_cholerae,7.081421,10.712342,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Blautia_wexlerae,9.755069,10.839168,Bacteria,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia wexlerae
Selenomonas_flueggei,-0.6519069,4.8386283,Bacteria,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas flueggei
Cardiobacterium_valvarum,7.9059725,10.066546,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum
Clostridium_sp_CAG_964,9.495277,1.4250098,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp_CAG_964
Streptococcus_phage_SFi18,-6.564324,3.647255,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Aliceevansviridae,Moineauvirus,Streptococcus phage_SFi18
Pseudomonas_virus_phiCTX,-5.9843082,4.462167,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Citexvirus,Pseudomonas virus_phiCTX
Eubacterium_sulci,6.607269,1.0877231,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sulci
Bacteroides_thetaiotaomicron,14.135904,4.343768,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
Haemophilus_phage_Aaphi23,-6.6560464,3.4672053,Viruses,Viruses,Uroviricota,Caudoviricetes,Unknown,Unknown,Unknown,Haemophilus phage_Aaphi23
Salmonella_virus_FelixO1,-6.032555,4.1399426,Viruses,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus,Salmonella virus_FelixO1
Prevotella_sp_oral_taxon_473,12.904922,2.0998826,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp_oral_taxon_473
Gemmiger_sp_An194,8.957193,1.2973833,Bacteria,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_unclassified,Gemmiger,Gemmiger sp_An194
