Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR6456181	2019-01-01 00:16:55	2018-01-09 23:50:55	19614272	5884281600	19614272	300	2117		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456181/SRR6456181.sralite.1	SRX3546937	DME02494	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821001	SAMN08335035	simple	408170	human gut metagenome	K0000104							no					WHEALTHGENE CO., LTD.	SRA645384		public	47EECC9E001B09FFECFD6E91DF607BB3	0C1F003D6F8C20A9803DDF3DFF0CD739
SRR6456176	2019-01-01 00:16:56	2018-01-09 23:53:08	19023236	5706970800	19023236	300	2076		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456176.sralite.1	SRX3546942	DME02495	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821006	SAMN08335036	simple	408170	human gut metagenome	K0000105							no					WHEALTHGENE CO., LTD.	SRA645384		public	64FA7C490E237DD5026AC5F9706E3B1D	DD995E381F6749F714DF152102D6044D
SRR6456175	2019-01-01 00:16:56	2018-01-09 23:54:04	19589010	5876703000	19589010	300	2152		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456175/SRR6456175.sralite.1	SRX3546943	DME02496	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821007	SAMN08335037	simple	408170	human gut metagenome	K0000106							no					WHEALTHGENE CO., LTD.	SRA645384		public	305E7B99748BCD13B472CC97740AC23A	D5879255B448A90A15C9C004D933A4F2
SRR6456178	2019-01-01 00:16:55	2018-01-09 23:57:05	25183423	7555026900	25183423	300	2740		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456178.sralite.1	SRX3546940	DME02497	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821004	SAMN08335038	simple	408170	human gut metagenome	K0000107							no					WHEALTHGENE CO., LTD.	SRA645384		public	AF5214149FDA2542653113B4B45FD285	A1DF0DC0434E9901554F52B947E5D7E8
SRR6456177	2019-01-01 00:16:55	2018-01-09 23:59:47	23511937	7053581100	23511937	300	2537		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456177/SRR6456177.sralite.1	SRX3546941	DME02498	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821005	SAMN08335039	simple	408170	human gut metagenome	K0000108							no					WHEALTHGENE CO., LTD.	SRA645384		public	76ECD3D94BB48614F0F3FE029F956FAB	C59D42D3D08BBAD82512F4648E336B63
SRR6456173	2019-01-01 00:16:56	2018-01-09 23:58:24	23410212	7023063600	23410212	300	2564		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456173/SRR6456173.sralite.1	SRX3546945	DME02500	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821009	SAMN08335041	simple	408170	human gut metagenome	K0000110							no					WHEALTHGENE CO., LTD.	SRA645384		public	6A9241D91C482326CEE796F324367EA8	2A35D2F0C07D9B4129CB26C35E5EA9D9
SRR6456163	2019-01-01 00:16:56	2018-01-09 23:53:00	23250326	6975097800	23250326	300	2558		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456163/SRR6456163.sralite.1	SRX3546955	DME02501	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821020	SAMN08335042	simple	408170	human gut metagenome	K0000111							no					WHEALTHGENE CO., LTD.	SRA645384		public	B14386B29E4A6816D3FCB024489E487F	BB111FCA124068E85BF3E60A6AB6184F
SRR6456165	2019-01-01 00:16:56	2018-01-10 00:29:33	21443023	6432906900	21443023	300	2326		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456165/SRR6456165.sralite.1	SRX3546953	DME02503	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821016	SAMN08335044	simple	408170	human gut metagenome	K0000113							no					WHEALTHGENE CO., LTD.	SRA645384		public	86088767CCC133CBA1EC57C3034247D0	524E61EC4AB4760FACE235B674331B61
SRR6456166	2019-01-01 00:16:56	2018-01-09 23:51:21	22106935	6632080500	22106935	300	2387		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456166/SRR6456166.sralite.1	SRX3546952	DME02504	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821017	SAMN08335045	simple	408170	human gut metagenome	K0000114							no					WHEALTHGENE CO., LTD.	SRA645384		public	6623886D792B026A874819E092B6CCD3	5A61BB7DB77645AB7B68ECF1D55B13E0
SRR6456168	2019-01-01 00:16:56	2018-01-09 23:53:48	23369396	7010818800	23369396	300	2768		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456168.sralite.1	SRX3546950	DME06048	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821014	SAMN08335047	simple	408170	human gut metagenome	K0000116							no					WHEALTHGENE CO., LTD.	SRA645384		public	F1EBE3883A2B789C6ABB041540B13C56	37BDC7D5C47DDF00E82D2653B82F8458
SRR6456170	2019-01-01 00:16:56	2018-01-09 23:52:03	20891465	6267439500	20891465	300	2500		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456170/SRR6456170.sralite.1	SRX3546948	DME06050	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821012	SAMN08335049	simple	408170	human gut metagenome	K0000118							no					WHEALTHGENE CO., LTD.	SRA645384		public	D637AD87CF1601DD5D009D67DADE6C20	D8FF8128397EF899B3BB73E1BD0696E2
SRR6456171	2019-01-01 00:16:56	2018-01-09 23:51:59	18811644	5643493200	18811644	300	2216		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456171/SRR6456171.sralite.1	SRX3546947	DME06051	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821011	SAMN08335050	simple	408170	human gut metagenome	K0000119							no					WHEALTHGENE CO., LTD.	SRA645384		public	4267001B20BA12093573633C620FFE71	A2408EF3CF314783AA62CF157C5CCA47
SRR6456172	2019-01-01 00:16:56	2018-01-09 23:58:20	19883384	5965015200	19883384	300	2358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456172/SRR6456172.sralite.1	SRX3546946	DME06052	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821010	SAMN08335051	simple	408170	human gut metagenome	K0000121							no					WHEALTHGENE CO., LTD.	SRA645384		public	38CE569A3A1EC5F078AE5225C6710C94	08BA5C6D41CEA833C9B2EFF204BF3D93
SRR6456227	2019-01-01 00:16:55	2018-01-10 00:00:37	19721105	5916331500	19721105	300	2375		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456227.sralite.1	SRX3546891	DME06073	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820956	SAMN08335072	simple	408170	human gut metagenome	K0000142							no					WHEALTHGENE CO., LTD.	SRA645384		public	214E4B2934785B11B40D7A8D4104F9EF	6D2A2033C49297909456517A7C431CD3
SRR6456226	2019-01-01 00:16:55	2018-01-09 23:56:01	18657702	5597310600	18657702	300	2218		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456226/SRR6456226.sralite.1	SRX3546892	DME06074	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820957	SAMN08335073	simple	408170	human gut metagenome	K0000143							no					WHEALTHGENE CO., LTD.	SRA645384		public	B718C07C69648CCE05A0D3E3A2ABA3A4	7D15AD6D2C4A3783A40F3875DDB12B0F
SRR6456229	2019-01-01 00:16:55	2018-01-09 23:56:44	18890517	5667155100	18890517	300	2254		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456229/SRR6456229.sralite.1	SRX3546889	DME06075	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820954	SAMN08335074	simple	408170	human gut metagenome	K0000144							no					WHEALTHGENE CO., LTD.	SRA645384		public	4C44600A57808F9617B6179B4A949D48	23EC8BDBC8E4A48C8B5B4637F9D382D5
SRR6456228	2019-01-01 00:16:55	2018-01-09 23:57:32	19059415	5717824500	19059415	300	2233		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456228/SRR6456228.sralite.1	SRX3546890	DME05977	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820955	SAMN08335075	simple	408170	human gut metagenome	K0000145							no					WHEALTHGENE CO., LTD.	SRA645384		public	0DB759A00F722054FD004BE1C2CB9811	55D910F24D56EE238003AB218A6AA469
SRR6456231	2019-01-01 00:16:55	2018-01-09 23:58:04	18313769	5494130700	18313769	300	2411		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456231/SRR6456231.sralite.1	SRX3546887	DME06717	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820952	SAMN08335076	simple	408170	human gut metagenome	K0000146							no					WHEALTHGENE CO., LTD.	SRA645384		public	55BA792C46BFB2D1ADD63F352AD6BFDE	9038E8CF45BFDFC63C31926BB2D4686E
SRR6456230	2019-01-01 00:16:55	2018-01-09 23:55:31	16981500	5094450000	16981500	300	2028		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456230.sralite.1	SRX3546888	DME06077	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820953	SAMN08335077	simple	408170	human gut metagenome	K0000147							no					WHEALTHGENE CO., LTD.	SRA645384		public	7A8C5D934CCAD634A352EEB30C83ED6E	9998A8D3356439E8E830BF9A26FAC630
SRR6456232	2019-01-01 00:16:55	2018-01-09 23:55:42	17887841	5366352300	17887841	300	2149		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456232/SRR6456232.sralite.1	SRX3546886	DME06078	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820951	SAMN08335079	simple	408170	human gut metagenome	K0000149							no					WHEALTHGENE CO., LTD.	SRA645384		public	69CD0487F31E09B1F92345DCD48065F6	5BAFB4B973E098D38D35634B6DF74A89
SRR6456210	2019-01-01 00:16:55	2018-01-09 23:56:47	19805925	5941777500	19805925	300	2330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456210/SRR6456210.sralite.1	SRX3546908	DME05979	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820973	SAMN08335082	simple	408170	human gut metagenome	K0000152							no					WHEALTHGENE CO., LTD.	SRA645384		public	E9E7BF7D35FBDDB1F6C338F10A07BF18	48FEE0BCAD66CED4D6F072F5D71BCF9A
SRR6456211	2019-01-01 00:16:55	2018-01-09 23:58:47	18439791	5531937300	18439791	300	2210		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456211/SRR6456211.sralite.1	SRX3546907	DME06081	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2821018	SAMN08335083	simple	408170	human gut metagenome	K0000153							no					WHEALTHGENE CO., LTD.	SRA645384		public	C70E9B6E4E2183A1C090175E75812676	A0DFA96161EA46498DE4143A74204048
SRR6456212	2019-01-01 00:16:55	2018-01-09 23:55:54	18893754	5668126200	18893754	300	2273		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456212/SRR6456212.sralite.1	SRX3546906	DME06083	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820971	SAMN08335084	simple	408170	human gut metagenome	K0000156							no					WHEALTHGENE CO., LTD.	SRA645384		public	619256F63391F5B372315E722966AF06	49FDC28B233BBF6CE70CC8FB4A8CC278
SRR6456213	2019-01-01 00:16:55	2018-01-09 23:57:34	16001218	4800365400	16001218	300	1927		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456213.sralite.1	SRX3546905	DME06084	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820970	SAMN08335085	simple	408170	human gut metagenome	K0000157							no					WHEALTHGENE CO., LTD.	SRA645384		public	33C86742BF1C55817525ECAF9C6826A8	592284F67255A21C99D8F6797FC7A7BC
SRR6456206	2019-01-01 00:16:55	2018-01-09 23:54:22	17542408	5262722400	17542408	300	2037		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456206/SRR6456206.sralite.1	SRX3546912	DME05981	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820976	SAMN08335086	simple	408170	human gut metagenome	K0000158							no					WHEALTHGENE CO., LTD.	SRA645384		public	C5D1DF1D2F3E18B23CA8475FB646724B	80DB0489530FA06A4771CAB12C345B2F
SRR6456207	2019-01-01 00:16:55	2018-01-09 23:57:40	19851552	5955465600	19851552	300	2407		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456207/SRR6456207.sralite.1	SRX3546911	DME06086	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820975	SAMN08335087	simple	408170	human gut metagenome	K0000160							no					WHEALTHGENE CO., LTD.	SRA645384		public	89304BA5817FA59D9F0CEF855A05E4F8	2710A50949FD06D17CCC14E8CE020B51
SRR6456208	2019-01-01 00:16:55	2018-01-09 23:55:46	17735666	5320699800	17735666	300	2317		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456208.sralite.1	SRX3546910	DME06720	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820974	SAMN08335088	simple	408170	human gut metagenome	K0000161							no					WHEALTHGENE CO., LTD.	SRA645384		public	A184DEFC6A5EA0B14F56F99C00674ECB	690ACE6CCB050562F49EB2DA501A7B1F
SRR6456209	2019-01-01 00:16:55	2018-01-09 23:56:38	19530422	5859126600	19530422	300	2316		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456209/SRR6456209.sralite.1	SRX3546909	DME06517	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820972	SAMN08335089	simple	408170	human gut metagenome	K0000162							no					WHEALTHGENE CO., LTD.	SRA645384		public	58B0EB4A07FAD653B832AF8596F15783	F9F820B8C73D30AE816F902FD3CEB2B0
SRR6456214	2019-01-01 00:16:55	2018-01-09 23:57:08	19727226	5918167800	19727226	300	2340		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456214/SRR6456214.sralite.1	SRX3546904	DME05982	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820969	SAMN08335090	simple	408170	human gut metagenome	K0000166							no					WHEALTHGENE CO., LTD.	SRA645384		public	D8BB94DCA0F9B7C97549657D60BB6848	7A6F22576C3E955D19ECA15F3EE79C65
SRR6456215	2019-01-01 00:16:55	2018-01-09 23:55:38	19397092	5819127600	19397092	300	2329		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456215.sralite.1	SRX3546903	DME06091	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820968	SAMN08335091	simple	408170	human gut metagenome	K0000167							no					WHEALTHGENE CO., LTD.	SRA645384		public	19545553EC0E5E11FB626F30B617C0A6	7B977A8B62BF4BA095F0EA29877DEE82
SRR6456201	2019-01-01 00:16:55	2018-01-09 23:59:10	19097916	5729374800	19097916	300	2301		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456201/SRR6456201.sralite.1	SRX3546917	DME06518	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820981	SAMN08335092	simple	408170	human gut metagenome	K0000168							no					WHEALTHGENE CO., LTD.	SRA645384		public	0B869AB29D629888C34A672CEE0B77E9	18AF9FA3904A2C46957C21800EAD7417
SRR6456200	2019-01-01 00:16:55	2018-01-10 00:01:22	18157331	5447199300	18157331	300	2233		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456200/SRR6456200.sralite.1	SRX3546918	DME06092	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820982	SAMN08335093	simple	408170	human gut metagenome	K0000169							no					WHEALTHGENE CO., LTD.	SRA645384		public	2C7C4EED3A4130E2A1C619D81C1E18B2	046EFAFB684B559850231016E6279C53
SRR6456199	2019-01-01 00:16:55	2018-01-09 23:54:00	17413913	5224173900	17413913	300	2034		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456199/SRR6456199.sralite.1	SRX3546919	DME05983	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820983	SAMN08335094	simple	408170	human gut metagenome	K0000170							no					WHEALTHGENE CO., LTD.	SRA645384		public	440A8FAFABD9BCF2FBF5EC8D9494C57B	C549F33376C006F49D3019924BB89273
SRR6456198	2019-01-01 00:16:55	2018-01-09 23:54:34	18844860	5653458000	18844860	300	2244		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456198.sralite.1	SRX3546920	DME06519	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820984	SAMN08335095	simple	408170	human gut metagenome	K0000171							no					WHEALTHGENE CO., LTD.	SRA645384		public	26DD0DE2544BE68D72A22B63D43D7CAD	19AC4EE2546E686D591A8D18CD37DD84
SRR6456205	2019-01-01 00:16:55	2018-01-09 23:56:52	21231939	6369581700	21231939	300	2514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456205.sralite.1	SRX3546913	DME05984	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820977	SAMN08335096	simple	408170	human gut metagenome	K0000172							no					WHEALTHGENE CO., LTD.	SRA645384		public	F96B47A5C2A42BBE684CA1586C8F0E8F	0A9D1CCFDB6C83A57212CD49986060DB
SRR6456204	2019-01-01 00:16:55	2018-01-09 23:52:53	17967456	5390236800	17967456	300	2148		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456204.sralite.1	SRX3546914	DME05985	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820978	SAMN08335097	simple	408170	human gut metagenome	K0000173							no					WHEALTHGENE CO., LTD.	SRA645384		public	483FE0B7F54B5F29813E72AB1612679C	DE30E84561C82BE832BBA800A547673C
SRR6456203	2019-01-01 00:16:55	2018-01-09 23:56:23	19313930	5794179000	19313930	300	2332		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456203.sralite.1	SRX3546915	DME06520	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820979	SAMN08335098	simple	408170	human gut metagenome	K0000174							no					WHEALTHGENE CO., LTD.	SRA645384		public	04A0458205480EBE6D71660F38327352	8D61472423D6C29CC16C68E71F5D0EDB
SRR6456202	2019-01-01 00:16:55	2018-01-09 23:54:17	18827790	5648337000	18827790	300	2358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456202.sralite.1	SRX3546916	DME06093	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820980	SAMN08335099	simple	408170	human gut metagenome	K0000175							no					WHEALTHGENE CO., LTD.	SRA645384		public	7CE44FF87A19704DA8E7D04FEA121627	14D5E309F5270EA91E95C3E9F96D4CE3
SRR6456197	2019-01-01 00:16:55	2018-01-09 23:54:03	18906434	5671930200	18906434	300	2298		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456197/SRR6456197.sralite.1	SRX3546921	DME06094	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820985	SAMN08335100	simple	408170	human gut metagenome	K0000176							no					WHEALTHGENE CO., LTD.	SRA645384		public	53C942E4B5BFE52DF7D85F4A24E4913C	F905BB0632D987BA195BD0EFAC5520C1
SRR6456196	2019-01-01 00:16:55	2018-01-10 00:04:30	19075587	5722676100	19075587	300	2469		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456196/SRR6456196.sralite.1	SRX3546922	DME06521	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820986	SAMN08335101	simple	408170	human gut metagenome	K0000177							no					WHEALTHGENE CO., LTD.	SRA645384		public	7AF519EE9987C47A33775809C1F8FD40	C1A6C8D612B22B388011DEAF5E5DB554
SRR6456192	2019-01-01 00:16:55	2018-01-09 23:54:38	18799105	5639731500	18799105	300	2292		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456192.sralite.1	SRX3546926	DME06095	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820990	SAMN08335102	simple	408170	human gut metagenome	K0000178							no					WHEALTHGENE CO., LTD.	SRA645384		public	15EF79E8110C647955FC92471F50E187	BDF142DA4EF4410937105493183F0664
SRR6456193	2019-01-01 00:16:55	2018-01-09 23:54:53	19977619	5993285700	19977619	300	2441		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456193/SRR6456193.sralite.1	SRX3546925	DME06096	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820989	SAMN08335103	simple	408170	human gut metagenome	K0000179							no					WHEALTHGENE CO., LTD.	SRA645384		public	AF230723148CB701C22C3B333C7A7CAC	2B3BC209C4334611A23530ACAF6C8873
SRR6456190	2019-01-01 00:16:55	2018-01-09 23:52:00	17482226	5244667800	17482226	300	2128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456190/SRR6456190.sralite.1	SRX3546928	DME06097	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820992	SAMN08335104	simple	408170	human gut metagenome	K0000180							no					WHEALTHGENE CO., LTD.	SRA645384		public	0A6BEFE11945C37D54B8B9CE001D3AE6	B851144752CFF4D5C971483B525761DE
SRR6456191	2019-01-01 00:16:55	2018-01-09 23:51:58	18288965	5486689500	18288965	300	2233		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/456/SRR6456191/SRR6456191.sralite.1	SRX3546927	DME06098	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820991	SAMN08335105	simple	408170	human gut metagenome	K0000181							no					WHEALTHGENE CO., LTD.	SRA645384		public	2AB41222B4B9101B729A15E699BFFA8E	FD420E2669A9F1E8A2AF45CD3E604875
SRR6456188	2019-01-01 00:16:55	2018-01-09 23:52:41	19290869	5787260700	19290869	300	2315		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/456/SRR6456188.sralite.1	SRX3546930	DME06099	WGS	size fractionation	METAGENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP128485	PRJNA429097		429097	SRS2820994	SAMN08335106	simple	408170	human gut metagenome	K0000182							no					WHEALTHGENE CO., LTD.	SRA645384		public	6B2EA4A58B6EF3AF28F2C0B0B1FBE611	9AF2E8976D8449CE9BD6CB57F65D47ED
