sample_accession	secondary_sample_accession	study_accession	sample_title	description	first_public	last_updated	center_name	country	host_body_site	host_status	disease	host	host_scientific_name	project_name	collection_date
SAMN00031604	SRS105153	PRJNA48479;PRJNA50563	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00033023	SRS011586	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00034316	SRS013098	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00034694	SRS013476	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00034905	SRS013687	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035018	SRS013800	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036197	SRS014979	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036671	SRS015453		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037108	SRS015890		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037655	SRS016437		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035562	SRS014344	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00035630	SRS014412	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036073	SRS014855	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036313	SRS015095	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036408	SRS015190	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036435	SRS015217	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036464	SRS015246	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036587	SRS015369	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036912	SRS015694	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037034	SRS015816	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037313	SRS016095	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037421	SRS016203	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037485	SRS016267	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00037713	SRS016495	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035901	SRS014683		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036796	SRS015578		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037130	SRS015912		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035609	SRS014391	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035677	SRS014459	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035831	SRS014613	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036141	SRS014923	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036482	SRS015264	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036498	SRS015280	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036606	SRS015388	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036704	SRS015486	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036881	SRS015663	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037178	SRS015960	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037350	SRS016132	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037553	SRS016335	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036216	SRS014998	PRJNA510571	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00037274	SRS016056		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035954	SRS014736	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036166	SRS014948	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036283	SRS015065	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036351	SRS015133	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00036649	SRS015431	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00036797	SRS015579	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037000	SRS015782	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00037072	SRS015854	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
